login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages,label
qnm,https://api.github.com/users/qnm,https://github.com/qnm,https://api.github.com/users/qnm/repos,85,8,4,8,"{'Ruby', 'JavaScript', 'Vim Script', 'Jupyter Notebook', 'VimL', 'Nix', 'Emacs Lisp'}",Bad
obrie,https://api.github.com/users/obrie,https://github.com/obrie,https://api.github.com/users/obrie/repos,0,56,14,56,"{'Ruby', 'C++', 'Shell'}",Average
bds,https://api.github.com/users/bds,https://github.com/bds,https://api.github.com/users/bds/repos,37,9,1,9,"{'Ruby', 'JavaScript', 'Crystal', 'Shell'}",Bad
araddon,https://api.github.com/users/araddon,https://github.com/araddon,https://api.github.com/users/araddon/repos,278,3190,321,3190,"{'Shell', 'JavaScript', 'Scala', 'Python', 'Go', 'Thrift'}",Excellent
whalesalad,https://api.github.com/users/whalesalad,https://github.com/whalesalad,https://api.github.com/users/whalesalad/repos,58,45,22,45,"{'Elixir', 'Shell', 'Ruby', 'C', 'Objective-C', 'Clojure', 'Python', 'PHP', 'Crystal', 'Go', 'Emacs Lisp'}",Excellent
randito,https://api.github.com/users/randito,https://github.com/randito,https://api.github.com/users/randito/repos,7,3,1,3,"{'Elixir', 'Shell', 'Ruby', 'JavaScript', 'Vim script', 'HTML'}",Bad
huanh,https://api.github.com/users/huanh,https://github.com/huanh,https://api.github.com/users/huanh/repos,8,0,0,0,set(),Bad
mratliff,https://api.github.com/users/mratliff,https://github.com/mratliff,https://api.github.com/users/mratliff/repos,12,0,0,0,"{'Shell', 'Elixir', 'R', 'Swift', 'Jupyter Notebook', 'HTML'}",Bad
benbonnet,https://api.github.com/users/benbonnet,https://github.com/benbonnet,https://api.github.com/users/benbonnet/repos,0,0,0,0,"{'Ruby', 'TypeScript'}",Bad
nicedexter,https://api.github.com/users/nicedexter,https://github.com/nicedexter,https://api.github.com/users/nicedexter/repos,37,5,3,5,"{'TypeScript', 'Dockerfile', 'Elixir', 'JavaScript', 'Swift', 'Objective-C', 'CSS', 'Python', 'HTML'}",Bad
Yves-xx,https://api.github.com/users/Yves-xx,https://github.com/Yves-xx,https://api.github.com/users/Yves-xx/repos,3,3,1,3,{'C++'},Bad
jmgarrison,https://api.github.com/users/jmgarrison,https://github.com/jmgarrison,https://api.github.com/users/jmgarrison/repos,19,1,0,1,"{'CSS', 'Dart', 'Ruby', 'Java'}",Bad
Kosmas,https://api.github.com/users/Kosmas,https://github.com/Kosmas,https://api.github.com/users/Kosmas/repos,43,6,2,6,"{'Elixir', 'Shell', 'Ruby', 'JavaScript', 'CSS', 'Go', 'HTML'}",Bad
boaglio,https://api.github.com/users/boaglio,https://github.com/boaglio,https://api.github.com/users/boaglio/repos,321,23,9,23,"{'Shell', 'Java', 'JavaScript', 'Scala', 'Python', 'Jupyter Notebook', 'HTML'}",Bad
taguchi,https://api.github.com/users/taguchi,https://github.com/taguchi,https://api.github.com/users/taguchi/repos,62,22,5,22,"{'PHP', 'HTML'}",Bad
slater,https://api.github.com/users/slater,https://github.com/slater,https://api.github.com/users/slater/repos,19,2,0,2,"{'Xtend', 'Python', 'PHP', 'C++'}",Bad
michaelee,https://api.github.com/users/michaelee,https://github.com/michaelee,https://api.github.com/users/michaelee/repos,62,10,3,10,"{'Ruby', 'Java', 'JavaScript', 'C', 'Objective-C', 'Clojure', 'VimL', 'HTML'}",Bad
mech,https://api.github.com/users/mech,https://github.com/mech,https://api.github.com/users/mech/repos,23,66,26,66,"{'Vim Script', 'Ruby', 'JavaScript'}",Excellent
niftypixels,https://api.github.com/users/niftypixels,https://github.com/niftypixels,https://api.github.com/users/niftypixels/repos,10,4,0,4,"{'JavaScript', 'HTML'}",Bad
timloo0710,https://api.github.com/users/timloo0710,https://github.com/timloo0710,https://api.github.com/users/timloo0710/repos,7,8,1,8,"{'TypeScript', 'Shell', 'Ruby', 'Java', 'JavaScript', 'Python', 'Lua', 'CSS', 'PHP', 'HTML'}",Bad
apldx,https://api.github.com/users/apldx,https://github.com/apldx,https://api.github.com/users/apldx/repos,6,4,3,4,"{'TypeScript', 'Dockerfile', 'R', 'JavaScript', 'C', 'Python', 'CSS'}",Bad
markoa,https://api.github.com/users/markoa,https://github.com/markoa,https://api.github.com/users/markoa/repos,81,10,5,10,"{'M4', 'Elixir', 'Dockerfile', 'Ruby', 'JavaScript', 'Vim Script', 'Python', 'C++', 'Makefile'}",Bad
vyache,https://api.github.com/users/vyache,https://github.com/vyache,https://api.github.com/users/vyache/repos,4,2,1,2,{'Ruby'},Bad
morimasa,https://api.github.com/users/morimasa,https://github.com/morimasa,https://api.github.com/users/morimasa/repos,6,4,0,4,"{'Python', 'JavaScript'}",Bad
inz,https://api.github.com/users/inz,https://github.com/inz,https://api.github.com/users/inz/repos,6,2,0,2,"{'Perl', 'Ruby', 'Dockerfile', 'Python'}",Bad
danengle,https://api.github.com/users/danengle,https://github.com/danengle,https://api.github.com/users/danengle/repos,20,25,0,25,"{'Shell', 'Ruby', 'JavaScript', 'Lua', 'CoffeeScript', 'Go'}",Bad
joenoon,https://api.github.com/users/joenoon,https://github.com/joenoon,https://api.github.com/users/joenoon/repos,28,44,24,44,"{'TypeScript', 'Shell', 'Elixir', 'Ruby', 'JavaScript', 'Objective-C'}",Excellent
rossmeissl,https://api.github.com/users/rossmeissl,https://github.com/rossmeissl,https://api.github.com/users/rossmeissl/repos,31,136,27,136,"{'TypeScript', 'Shell', 'Ruby', 'JavaScript', 'CSS'}",Excellent
captainpete,https://api.github.com/users/captainpete,https://github.com/captainpete,https://api.github.com/users/captainpete/repos,48,12,5,12,"{'Shell', 'R', 'Ruby', 'CSS', 'SCSS', 'C++', 'Haskell', 'Eagle', 'Jupyter Notebook', 'CoffeeScript', 'PHP', 'Crystal', 'Go', 'Perl'}",Bad
jr,https://api.github.com/users/jr,https://github.com/jr,https://api.github.com/users/jr/repos,13,7,2,7,"{'Shell', 'Ruby', 'JavaScript', 'Objective-C', 'Perl', 'Java'}",Bad
aran,https://api.github.com/users/aran,https://github.com/aran,https://api.github.com/users/aran/repos,16,1,0,1,"{'Dart', 'JavaScript', 'C', 'Python', 'Starlark', 'C++', 'Rust', 'Go'}",Bad
TheIdeaMan,https://api.github.com/users/TheIdeaMan,https://github.com/TheIdeaMan,https://api.github.com/users/TheIdeaMan/repos,8,5,0,5,{'PHP'},Bad
tclarke,https://api.github.com/users/tclarke,https://github.com/tclarke,https://api.github.com/users/tclarke/repos,24,32,11,32,"{'Shell', 'Dockerfile', 'JavaScript', 'C', 'Python', 'Makefile', 'C++', 'Go', 'Rust', 'CMake', 'HTML'}",Average
mattt,https://api.github.com/users/mattt,https://github.com/mattt,https://api.github.com/users/mattt/repos,17982,6716,518,6716,"{'Shell', 'TypeScript', 'Ruby', 'JavaScript', 'Swift', 'Objective-C', 'Python'}",Excellent
gleb,https://api.github.com/users/gleb,https://github.com/gleb,https://api.github.com/users/gleb/repos,12,2,0,2,"{'Elixir', 'Ruby', 'Java', 'Jupyter Notebook', 'Perl', 'Emacs Lisp'}",Bad
heedley,https://api.github.com/users/heedley,https://github.com/heedley,https://api.github.com/users/heedley/repos,15,27,7,27,"{'ActionScript', 'Shell', 'Ruby', 'C', 'Python', 'C#'}",Bad
gdeglin,https://api.github.com/users/gdeglin,https://github.com/gdeglin,https://api.github.com/users/gdeglin/repos,64,23,5,23,"{'Ruby', 'JavaScript', 'Objective-C', 'CSS', 'Lua', 'PHP', 'HTML'}",Bad
smulube,https://api.github.com/users/smulube,https://github.com/smulube,https://api.github.com/users/smulube/repos,29,11,6,11,"{'Elixir', 'Dockerfile', 'Ruby', 'Arduino', 'JavaScript', 'Objective-C', 'CSS', 'Python', 'Go', 'HTML'}",Bad
sholden,https://api.github.com/users/sholden,https://github.com/sholden,https://api.github.com/users/sholden/repos,11,10,0,10,"{'Ruby', 'JavaScript'}",Bad
kevinwong,https://api.github.com/users/kevinwong,https://github.com/kevinwong,https://api.github.com/users/kevinwong/repos,4,0,0,0,{'Emacs Lisp'},Bad
timheuer,https://api.github.com/users/timheuer,https://github.com/timheuer,https://api.github.com/users/timheuer/repos,445,585,151,585,"{'TypeScript', 'JavaScript', 'CSS', 'C#', 'PowerShell', 'Go'}",Excellent
slapin,https://api.github.com/users/slapin,https://github.com/slapin,https://api.github.com/users/slapin/repos,27,31,3,31,"{'ActionScript', 'Assembly', 'GDScript', 'Shell', 'Prolog', 'C', 'Python', 'C++'}",Average
npanj,https://api.github.com/users/npanj,https://github.com/npanj,https://api.github.com/users/npanj/repos,11,1,1,1,"{'Python', 'JavaScript', 'Ruby', 'Scala'}",Bad
tonkla,https://api.github.com/users/tonkla,https://github.com/tonkla,https://api.github.com/users/tonkla/repos,29,8,11,8,"{'MQL4', 'Shell', 'TypeScript', 'Ruby', 'JavaScript', 'CSS', 'Crystal', 'Go', 'HTML'}",Bad
adamritzel,https://api.github.com/users/adamritzel,https://github.com/adamritzel,https://api.github.com/users/adamritzel/repos,15,0,1,0,{'Objective-C'},Bad
aguinelo,https://api.github.com/users/aguinelo,https://github.com/aguinelo,https://api.github.com/users/aguinelo/repos,13,1,0,1,"{'TypeScript', 'Dockerfile', 'JavaScript', 'Clojure', 'Python', 'C++', 'PHP', 'Go'}",Bad
vijayta,https://api.github.com/users/vijayta,https://github.com/vijayta,https://api.github.com/users/vijayta/repos,6,4,0,4,"{'Ruby', 'CSS', 'JavaScript'}",Bad
gabrielmarcondes,https://api.github.com/users/gabrielmarcondes,https://github.com/gabrielmarcondes,https://api.github.com/users/gabrielmarcondes/repos,23,2,0,2,"{'Python', 'Go', 'Jupyter Notebook', 'HTML'}",Bad
jhaynie,https://api.github.com/users/jhaynie,https://github.com/jhaynie,https://api.github.com/users/jhaynie/repos,397,36,5,36,"{'Shell', 'Dockerfile', 'TypeScript', 'JavaScript', 'CSS', 'Go'}",Average
federicomenaquintero,https://api.github.com/users/federicomenaquintero,https://github.com/federicomenaquintero,https://api.github.com/users/federicomenaquintero/repos,139,1,1,1,"{'CSS', 'Rust', 'C', 'Shell'}",Bad
rfloriano,https://api.github.com/users/rfloriano,https://github.com/rfloriano,https://api.github.com/users/rfloriano/repos,71,8,4,8,"{'Shell', 'Ruby', 'JavaScript', 'C', 'Python', 'CoffeeScript', 'Go'}",Bad
kbavier,https://api.github.com/users/kbavier,https://github.com/kbavier,https://api.github.com/users/kbavier/repos,4,0,0,0,set(),Bad
binnyva,https://api.github.com/users/binnyva,https://github.com/binnyva,https://api.github.com/users/binnyva/repos,81,166,50,166,"{'JavaScript', 'CSS', 'Python', 'SCSS', 'Vue', 'PHP'}",Excellent
zaratustra,https://api.github.com/users/zaratustra,https://github.com/zaratustra,https://api.github.com/users/zaratustra/repos,5,3,0,3,set(),Bad
jcromartie,https://api.github.com/users/jcromartie,https://github.com/jcromartie,https://api.github.com/users/jcromartie/repos,19,58,10,58,"{'ActionScript', 'Shell', 'Ruby', 'JavaScript', 'Objective-C', 'Clojure', 'CSS', 'Groovy', 'Emacs Lisp'}",Average
xman,https://api.github.com/users/xman,https://github.com/xman,https://api.github.com/users/xman/repos,50,109,23,109,"{'Shell', 'Ruby', 'C', 'Python', 'C++', 'Java'}",Excellent
matthewfallshaw,https://api.github.com/users/matthewfallshaw,https://github.com/matthewfallshaw,https://api.github.com/users/matthewfallshaw/repos,37,24,7,24,"{'Shell', 'Puppet', 'G-code', 'TypeScript', 'Ruby', 'JavaScript', 'AppleScript', 'Vim script', 'Python', 'Lua', 'CSS', 'OpenSCAD'}",Bad
kykim,https://api.github.com/users/kykim,https://github.com/kykim,https://api.github.com/users/kykim/repos,29,150,21,150,"{'Ruby', 'JavaScript', 'Emacs Lisp', 'C', 'Swift', 'Objective-C', 'Python', 'Haskell', 'Go', 'Java'}",Excellent
yenif,https://api.github.com/users/yenif,https://github.com/yenif,https://api.github.com/users/yenif/repos,9,27,4,27,"{'Shell', 'Ruby', 'JavaScript', 'Python', 'Jupyter Notebook', 'CoffeeScript', 'Go'}",Bad
paradoxbound,https://api.github.com/users/paradoxbound,https://github.com/paradoxbound,https://api.github.com/users/paradoxbound/repos,3,7,7,7,"{'Shell', 'TypeScript', 'Ruby', 'JavaScript', 'Python', 'C#', 'CSS', 'PHP', 'HTML'}",Bad
MatrixSmythe,https://api.github.com/users/MatrixSmythe,https://github.com/MatrixSmythe,https://api.github.com/users/MatrixSmythe/repos,4,29,3,29,"{'C#', 'C++'}",Bad
hvammen,https://api.github.com/users/hvammen,https://github.com/hvammen,https://api.github.com/users/hvammen/repos,3,7,2,7,"{'Ruby', 'Shell'}",Bad
hyfen,https://api.github.com/users/hyfen,https://github.com/hyfen,https://api.github.com/users/hyfen/repos,172,78,19,78,"{'TypeScript', 'Ruby', 'JavaScript', 'Swift', 'Python', 'Go'}",Average
davidkellis,https://api.github.com/users/davidkellis,https://github.com/davidkellis,https://api.github.com/users/davidkellis/repos,36,26,2,26,"{'Arduino', 'Ruby', 'JavaScript', 'Clojure', 'CSS', 'ANTLR', 'Crystal', 'Go'}",Bad
ashmoran,https://api.github.com/users/ashmoran,https://github.com/ashmoran,https://api.github.com/users/ashmoran/repos,63,26,6,26,"{'Ruby', 'JavaScript', 'C', 'Python', 'C#'}",Bad
chrisvest,https://api.github.com/users/chrisvest,https://github.com/chrisvest,https://api.github.com/users/chrisvest/repos,170,377,55,377,"{'C', 'Scala', 'CSS', 'Rust', 'Java'}",Excellent
jflam,https://api.github.com/users/jflam,https://github.com/jflam,https://api.github.com/users/jflam/repos,145,278,44,278,"{'R', 'Ruby', 'JavaScript', 'C', 'Python', 'C#', 'C++', 'Jupyter Notebook', 'CoffeeScript', 'Rust', 'Go', 'HTML'}",Excellent
sogrady,https://api.github.com/users/sogrady,https://github.com/sogrady,https://api.github.com/users/sogrady/repos,21,5,4,5,"{'CSS', 'CoffeeScript', 'JavaScript'}",Bad
benmorrow,https://api.github.com/users/benmorrow,https://github.com/benmorrow,https://api.github.com/users/benmorrow/repos,36,14,1,14,"{'Ruby', 'JavaScript', 'Swift', 'HTML'}",Bad
dokai,https://api.github.com/users/dokai,https://github.com/dokai,https://api.github.com/users/dokai/repos,24,29,6,29,"{'Shell', 'Ruby', 'JavaScript', 'CSS', 'Python', 'CoffeeScript', 'Java'}",Bad
kelliott,https://api.github.com/users/kelliott,https://github.com/kelliott,https://api.github.com/users/kelliott/repos,7,6,2,6,{'Ruby'},Bad
phaero,https://api.github.com/users/phaero,https://github.com/phaero,https://api.github.com/users/phaero/repos,6,8,1,8,"{'Shell', 'Vim script', 'C', 'Python', 'Rust'}",Bad
gregplumbly,https://api.github.com/users/gregplumbly,https://github.com/gregplumbly,https://api.github.com/users/gregplumbly/repos,16,0,1,0,"{'TypeScript', 'Ruby', 'JavaScript', 'CSS', 'Astro', 'Jupyter Notebook', 'HTML'}",Bad
ThomasHabets,https://api.github.com/users/ThomasHabets,https://github.com/ThomasHabets,https://api.github.com/users/ThomasHabets/repos,218,735,121,735,"{'POV-Ray SDL', 'Shell', 'JavaScript', 'C', 'Python', 'C++', 'Erlang', 'Rust', 'Go', 'HTML'}",Excellent
hanonno,https://api.github.com/users/hanonno,https://github.com/hanonno,https://api.github.com/users/hanonno/repos,11,12,1,12,"{'Shell', 'JavaScript', 'C', 'Objective-C', 'Vue', 'HTML'}",Bad
wnoise,https://api.github.com/users/wnoise,https://github.com/wnoise,https://api.github.com/users/wnoise/repos,8,1,1,1,"{'Julia', 'C', 'Python', 'C++', 'Haskell'}",Bad
mcmire,https://api.github.com/users/mcmire,https://github.com/mcmire,https://api.github.com/users/mcmire/repos,172,70,19,70,"{'Clojure', 'Ruby', 'JavaScript'}",Average
cschneid,https://api.github.com/users/cschneid,https://github.com/cschneid,https://api.github.com/users/cschneid/repos,96,17,1,17,"{'Elixir', 'Shell', 'HTML', 'Ruby', 'Java', 'JavaScript', 'Objective-C', 'Python', 'Haskell', 'CoffeeScript', 'Rust', 'Emacs Lisp'}",Bad
Falicon,https://api.github.com/users/Falicon,https://github.com/Falicon,https://api.github.com/users/Falicon/repos,55,284,177,284,"{'Python', 'CSS', 'JavaScript', 'PHP'}",Excellent
stephenh,https://api.github.com/users/stephenh,https://github.com/stephenh,https://api.github.com/users/stephenh/repos,277,25,10,25,"{'TypeScript', 'Shell', 'Ruby', 'JavaScript', 'Java'}",Bad
BryanDonovan,https://api.github.com/users/BryanDonovan,https://github.com/BryanDonovan,https://api.github.com/users/BryanDonovan/repos,51,29,11,29,"{'Ruby', 'JavaScript', 'C++', 'Shell'}",Bad
israelzuniga,https://api.github.com/users/israelzuniga,https://github.com/israelzuniga,https://api.github.com/users/israelzuniga/repos,137,7,6,7,"{'Shell', 'Batchfile', 'R', 'Puppet', 'Dockerfile', 'JavaScript', 'XSLT', 'Python', 'C#', 'C++', 'Jupyter Notebook', 'Java'}",Bad
timwah,https://api.github.com/users/timwah,https://github.com/timwah,https://api.github.com/users/timwah/repos,12,50,31,50,"{'ActionScript', 'Ruby', 'JavaScript', 'Python'}",Average
atomgas,https://api.github.com/users/atomgas,https://github.com/atomgas,https://api.github.com/users/atomgas/repos,12,15,5,15,"{'Ruby', 'JavaScript', 'Swift', 'Objective-C', 'Python', 'PHP', 'Go'}",Bad
valtovar,https://api.github.com/users/valtovar,https://github.com/valtovar,https://api.github.com/users/valtovar/repos,6,16,6,16,"{'ActionScript', 'HTML', 'C', 'C#', 'C++', 'Java'}",Bad
shinobix,https://api.github.com/users/shinobix,https://github.com/shinobix,https://api.github.com/users/shinobix/repos,4,2,0,2,"{'C++', 'Go', 'C'}",Bad
mattrudder,https://api.github.com/users/mattrudder,https://github.com/mattrudder,https://api.github.com/users/mattrudder/repos,26,4,18,4,"{'F#', 'ActionScript', 'TypeScript', 'Shell', 'Ruby', 'JavaScript', 'C', 'CSS', 'C#', 'C++', 'VimL', 'CoffeeScript', 'Rust', 'Java'}",Bad
IanEsling,https://api.github.com/users/IanEsling,https://github.com/IanEsling,https://api.github.com/users/IanEsling/repos,15,19,12,19,"{'HTML', 'R', 'Java', 'JavaScript', 'Clojure', 'CSS', 'Kotlin', 'Groovy', 'Emacs Lisp'}",Bad
thehack,https://api.github.com/users/thehack,https://github.com/thehack,https://api.github.com/users/thehack/repos,53,29,0,29,"{'TypeScript', 'Ruby', 'JavaScript', 'C', 'Python', 'Lua', 'CSS', 'C++', 'PHP', 'HTML'}",Bad
shelling,https://api.github.com/users/shelling,https://github.com/shelling,https://api.github.com/users/shelling/repos,108,47,8,47,"{'LiveScript', 'Ruby', 'JavaScript', 'Emacs Lisp', 'C', 'Python', 'Perl', 'Java'}",Average
rughetto,https://api.github.com/users/rughetto,https://github.com/rughetto,https://api.github.com/users/rughetto/repos,4,27,4,27,"{'Ruby', 'JavaScript'}",Bad
dlee,https://api.github.com/users/dlee,https://github.com/dlee,https://api.github.com/users/dlee/repos,37,5,3,5,"{'TypeScript', 'Shell', 'Ruby', 'JavaScript', 'Objective-C', 'Python', 'CSS', 'VimL', 'PHP', 'HTML'}",Bad
willvr,https://api.github.com/users/willvr,https://github.com/willvr,https://api.github.com/users/willvr/repos,4,0,0,0,{'Ruby'},Bad
dcreager,https://api.github.com/users/dcreager,https://github.com/dcreager,https://api.github.com/users/dcreager/repos,313,118,28,118,"{'Assembly', 'Shell', 'HTML', 'Ruby', 'C', 'Clojure', 'Python', 'Haskell', 'Go', 'Rust', 'CMake', 'Java'}",Excellent
mifix,https://api.github.com/users/mifix,https://github.com/mifix,https://api.github.com/users/mifix/repos,10,16,9,16,"{'Shell', 'Ruby', 'JavaScript', 'Vim script', 'Python', 'Lua', 'C++', 'Makefile', 'Go'}",Bad
