login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages,repo_count,label
qnm,https://api.github.com/users/qnm,https://github.com/qnm,https://api.github.com/users/qnm/repos,85,8,4,8,"{'Jupyter Notebook', 'Emacs Lisp', 'VimL', 'Ruby', 'Nix', 'Vim Script', 'JavaScript'}",30,0
obrie,https://api.github.com/users/obrie,https://github.com/obrie,https://api.github.com/users/obrie/repos,0,56,14,56,"{'C++', 'Ruby', 'Shell'}",17,0
bds,https://api.github.com/users/bds,https://github.com/bds,https://api.github.com/users/bds/repos,37,9,1,9,"{'Crystal', 'Ruby', 'Shell', 'JavaScript'}",19,1
araddon,https://api.github.com/users/araddon,https://github.com/araddon,https://api.github.com/users/araddon/repos,278,3190,321,3190,"{'Python', 'Thrift', 'Scala', 'Shell', 'JavaScript', 'Go'}",30,0
whalesalad,https://api.github.com/users/whalesalad,https://github.com/whalesalad,https://api.github.com/users/whalesalad/repos,58,45,22,45,"{'C', 'Python', 'Emacs Lisp', 'Elixir', 'Crystal', 'PHP', 'Ruby', 'Shell', 'Clojure', 'Go', 'Objective-C'}",30,0
randito,https://api.github.com/users/randito,https://github.com/randito,https://api.github.com/users/randito/repos,7,3,1,3,"{'HTML', 'Elixir', 'Vim script', 'Ruby', 'Shell', 'JavaScript'}",12,1
huanh,https://api.github.com/users/huanh,https://github.com/huanh,https://api.github.com/users/huanh/repos,8,0,0,0,set(),1,1
mratliff,https://api.github.com/users/mratliff,https://github.com/mratliff,https://api.github.com/users/mratliff/repos,12,0,0,0,"{'Swift', 'HTML', 'Jupyter Notebook', 'Elixir', 'Shell', 'R'}",14,1
benbonnet,https://api.github.com/users/benbonnet,https://github.com/benbonnet,https://api.github.com/users/benbonnet/repos,0,0,0,0,"{'TypeScript', 'Ruby'}",12,1
nicedexter,https://api.github.com/users/nicedexter,https://github.com/nicedexter,https://api.github.com/users/nicedexter/repos,37,5,3,5,"{'Swift', 'HTML', 'CSS', 'Python', 'TypeScript', 'Elixir', 'JavaScript', 'Dockerfile', 'Objective-C'}",26,1
Yves-xx,https://api.github.com/users/Yves-xx,https://github.com/Yves-xx,https://api.github.com/users/Yves-xx/repos,3,3,1,3,{'C++'},1,1
jmgarrison,https://api.github.com/users/jmgarrison,https://github.com/jmgarrison,https://api.github.com/users/jmgarrison/repos,19,1,0,1,"{'Java', 'Ruby', 'CSS', 'Dart'}",8,1
Kosmas,https://api.github.com/users/Kosmas,https://github.com/Kosmas,https://api.github.com/users/Kosmas/repos,43,6,2,6,"{'HTML', 'CSS', 'Elixir', 'Ruby', 'Shell', 'Go', 'JavaScript'}",30,0
boaglio,https://api.github.com/users/boaglio,https://github.com/boaglio,https://api.github.com/users/boaglio/repos,321,23,9,23,"{'Java', 'HTML', 'Jupyter Notebook', 'Python', 'Scala', 'Shell', 'JavaScript'}",30,0
taguchi,https://api.github.com/users/taguchi,https://github.com/taguchi,https://api.github.com/users/taguchi/repos,62,22,5,22,"{'PHP', 'HTML'}",11,0
slater,https://api.github.com/users/slater,https://github.com/slater,https://api.github.com/users/slater/repos,19,2,0,2,"{'C++', 'PHP', 'Xtend', 'Python'}",6,1
michaelee,https://api.github.com/users/michaelee,https://github.com/michaelee,https://api.github.com/users/michaelee/repos,62,10,3,10,"{'Java', 'HTML', 'C', 'Objective-C', 'VimL', 'Ruby', 'Clojure', 'JavaScript'}",14,0
mech,https://api.github.com/users/mech,https://github.com/mech,https://api.github.com/users/mech/repos,23,66,26,66,"{'Vim Script', 'Ruby', 'JavaScript'}",25,0
niftypixels,https://api.github.com/users/niftypixels,https://github.com/niftypixels,https://api.github.com/users/niftypixels/repos,10,4,0,4,"{'HTML', 'JavaScript'}",9,1
timloo0710,https://api.github.com/users/timloo0710,https://github.com/timloo0710,https://api.github.com/users/timloo0710/repos,7,8,1,8,"{'Java', 'HTML', 'CSS', 'TypeScript', 'Lua', 'PHP', 'Ruby', 'Shell', 'JavaScript', 'Python'}",30,1
apldx,https://api.github.com/users/apldx,https://github.com/apldx,https://api.github.com/users/apldx/repos,6,4,3,4,"{'CSS', 'C', 'TypeScript', 'JavaScript', 'Dockerfile', 'R', 'Python'}",24,1
markoa,https://api.github.com/users/markoa,https://github.com/markoa,https://api.github.com/users/markoa/repos,81,10,5,10,"{'Makefile', 'Elixir', 'M4', 'C++', 'Ruby', 'JavaScript', 'Dockerfile', 'Vim Script', 'Python'}",30,0
vyache,https://api.github.com/users/vyache,https://github.com/vyache,https://api.github.com/users/vyache/repos,4,2,1,2,{'Ruby'},2,1
morimasa,https://api.github.com/users/morimasa,https://github.com/morimasa,https://api.github.com/users/morimasa/repos,6,4,0,4,"{'Python', 'JavaScript'}",4,1
inz,https://api.github.com/users/inz,https://github.com/inz,https://api.github.com/users/inz/repos,6,2,0,2,"{'Perl', 'Dockerfile', 'Ruby', 'Python'}",30,1
danengle,https://api.github.com/users/danengle,https://github.com/danengle,https://api.github.com/users/danengle/repos,20,25,0,25,"{'Lua', 'Ruby', 'Shell', 'Go', 'CoffeeScript', 'JavaScript'}",30,1
joenoon,https://api.github.com/users/joenoon,https://github.com/joenoon,https://api.github.com/users/joenoon/repos,28,44,24,44,"{'TypeScript', 'Elixir', 'Ruby', 'Shell', 'JavaScript', 'Objective-C'}",30,0
rossmeissl,https://api.github.com/users/rossmeissl,https://github.com/rossmeissl,https://api.github.com/users/rossmeissl/repos,31,136,27,136,"{'CSS', 'TypeScript', 'Ruby', 'Shell', 'JavaScript'}",30,0
captainpete,https://api.github.com/users/captainpete,https://github.com/captainpete,https://api.github.com/users/captainpete/repos,48,12,5,12,"{'SCSS', 'CSS', 'Jupyter Notebook', 'Haskell', 'Crystal', 'PHP', 'Ruby', 'C++', 'Shell', 'Eagle', 'Perl', 'CoffeeScript', 'R', 'Go'}",28,0
jr,https://api.github.com/users/jr,https://github.com/jr,https://api.github.com/users/jr/repos,13,7,2,7,"{'Java', 'Ruby', 'Shell', 'JavaScript', 'Perl', 'Objective-C'}",13,1
aran,https://api.github.com/users/aran,https://github.com/aran,https://api.github.com/users/aran/repos,16,1,0,1,"{'C', 'Python', 'Starlark', 'C++', 'Dart', 'Go', 'Rust', 'JavaScript'}",14,1
TheIdeaMan,https://api.github.com/users/TheIdeaMan,https://github.com/TheIdeaMan,https://api.github.com/users/TheIdeaMan/repos,8,5,0,5,{'PHP'},1,1
tclarke,https://api.github.com/users/tclarke,https://github.com/tclarke,https://api.github.com/users/tclarke/repos,24,32,11,32,"{'HTML', 'C', 'Python', 'Makefile', 'C++', 'CMake', 'Shell', 'JavaScript', 'Dockerfile', 'Rust', 'Go'}",30,1
mattt,https://api.github.com/users/mattt,https://github.com/mattt,https://api.github.com/users/mattt/repos,17982,6716,518,6716,"{'Swift', 'Python', 'TypeScript', 'Objective-C', 'Ruby', 'Shell', 'JavaScript'}",30,0
gleb,https://api.github.com/users/gleb,https://github.com/gleb,https://api.github.com/users/gleb/repos,12,2,0,2,"{'Java', 'Jupyter Notebook', 'Emacs Lisp', 'Elixir', 'Ruby', 'Perl'}",10,1
heedley,https://api.github.com/users/heedley,https://github.com/heedley,https://api.github.com/users/heedley/repos,15,27,7,27,"{'C#', 'C', 'ActionScript', 'Ruby', 'Shell', 'Python'}",20,1
gdeglin,https://api.github.com/users/gdeglin,https://github.com/gdeglin,https://api.github.com/users/gdeglin/repos,64,23,5,23,"{'HTML', 'CSS', 'Lua', 'PHP', 'Ruby', 'JavaScript', 'Objective-C'}",26,0
smulube,https://api.github.com/users/smulube,https://github.com/smulube,https://api.github.com/users/smulube/repos,29,11,6,11,"{'HTML', 'CSS', 'Python', 'Elixir', 'Objective-C', 'Ruby', 'JavaScript', 'Arduino', 'Dockerfile', 'Go'}",30,1
sholden,https://api.github.com/users/sholden,https://github.com/sholden,https://api.github.com/users/sholden/repos,11,10,0,10,"{'Ruby', 'JavaScript'}",30,1
kevinwong,https://api.github.com/users/kevinwong,https://github.com/kevinwong,https://api.github.com/users/kevinwong/repos,4,0,0,0,{'Emacs Lisp'},3,1
timheuer,https://api.github.com/users/timheuer,https://github.com/timheuer,https://api.github.com/users/timheuer/repos,445,585,151,585,"{'C#', 'PowerShell', 'CSS', 'TypeScript', 'JavaScript', 'Go'}",30,0
slapin,https://api.github.com/users/slapin,https://github.com/slapin,https://api.github.com/users/slapin/repos,27,31,3,31,"{'Prolog', 'C', 'ActionScript', 'C++', 'GDScript', 'Shell', 'Assembly', 'Python'}",30,1
npanj,https://api.github.com/users/npanj,https://github.com/npanj,https://api.github.com/users/npanj/repos,11,1,1,1,"{'Python', 'Scala', 'Ruby', 'JavaScript'}",7,1
tonkla,https://api.github.com/users/tonkla,https://github.com/tonkla,https://api.github.com/users/tonkla/repos,29,8,11,8,"{'HTML', 'CSS', 'MQL4', 'TypeScript', 'Crystal', 'Ruby', 'Shell', 'Go', 'JavaScript'}",19,1
adamritzel,https://api.github.com/users/adamritzel,https://github.com/adamritzel,https://api.github.com/users/adamritzel/repos,15,0,1,0,{'Objective-C'},6,1
aguinelo,https://api.github.com/users/aguinelo,https://github.com/aguinelo,https://api.github.com/users/aguinelo/repos,13,1,0,1,"{'TypeScript', 'PHP', 'C++', 'JavaScript', 'Clojure', 'Go', 'Dockerfile', 'Python'}",24,1
vijayta,https://api.github.com/users/vijayta,https://github.com/vijayta,https://api.github.com/users/vijayta/repos,6,4,0,4,"{'Ruby', 'CSS', 'JavaScript'}",12,1
gabrielmarcondes,https://api.github.com/users/gabrielmarcondes,https://github.com/gabrielmarcondes,https://api.github.com/users/gabrielmarcondes/repos,23,2,0,2,"{'Go', 'HTML', 'Jupyter Notebook', 'Python'}",6,1
jhaynie,https://api.github.com/users/jhaynie,https://github.com/jhaynie,https://api.github.com/users/jhaynie/repos,397,36,5,36,"{'CSS', 'TypeScript', 'Shell', 'JavaScript', 'Dockerfile', 'Go'}",30,0
federicomenaquintero,https://api.github.com/users/federicomenaquintero,https://github.com/federicomenaquintero,https://api.github.com/users/federicomenaquintero/repos,139,1,1,1,"{'CSS', 'Rust', 'Shell', 'C'}",30,0
rfloriano,https://api.github.com/users/rfloriano,https://github.com/rfloriano,https://api.github.com/users/rfloriano/repos,71,8,4,8,"{'C', 'Python', 'Ruby', 'Shell', 'JavaScript', 'CoffeeScript', 'Go'}",30,0
kbavier,https://api.github.com/users/kbavier,https://github.com/kbavier,https://api.github.com/users/kbavier/repos,4,0,0,0,set(),2,1
binnyva,https://api.github.com/users/binnyva,https://github.com/binnyva,https://api.github.com/users/binnyva/repos,81,166,50,166,"{'SCSS', 'CSS', 'Vue', 'Python', 'PHP', 'JavaScript'}",30,0
zaratustra,https://api.github.com/users/zaratustra,https://github.com/zaratustra,https://api.github.com/users/zaratustra/repos,5,3,0,3,set(),1,1
jcromartie,https://api.github.com/users/jcromartie,https://github.com/jcromartie,https://api.github.com/users/jcromartie/repos,19,58,10,58,"{'CSS', 'ActionScript', 'Emacs Lisp', 'Objective-C', 'Ruby', 'Shell', 'Clojure', 'JavaScript', 'Groovy'}",30,0
xman,https://api.github.com/users/xman,https://github.com/xman,https://api.github.com/users/xman/repos,50,109,23,109,"{'Java', 'C', 'C++', 'Ruby', 'Shell', 'Python'}",11,0
matthewfallshaw,https://api.github.com/users/matthewfallshaw,https://github.com/matthewfallshaw,https://api.github.com/users/matthewfallshaw/repos,37,24,7,24,"{'G-code', 'CSS', 'Python', 'TypeScript', 'Lua', 'Vim script', 'Ruby', 'Shell', 'OpenSCAD', 'AppleScript', 'Puppet', 'JavaScript'}",30,1
kykim,https://api.github.com/users/kykim,https://github.com/kykim,https://api.github.com/users/kykim/repos,29,150,21,150,"{'Java', 'Swift', 'C', 'Haskell', 'Emacs Lisp', 'Objective-C', 'Ruby', 'JavaScript', 'Go', 'Python'}",30,0
yenif,https://api.github.com/users/yenif,https://github.com/yenif,https://api.github.com/users/yenif/repos,9,27,4,27,"{'Jupyter Notebook', 'Ruby', 'Shell', 'JavaScript', 'Go', 'CoffeeScript', 'Python'}",30,1
paradoxbound,https://api.github.com/users/paradoxbound,https://github.com/paradoxbound,https://api.github.com/users/paradoxbound/repos,3,7,7,7,"{'C#', 'HTML', 'CSS', 'TypeScript', 'PHP', 'Ruby', 'Shell', 'JavaScript', 'Python'}",30,1
MatrixSmythe,https://api.github.com/users/MatrixSmythe,https://github.com/MatrixSmythe,https://api.github.com/users/MatrixSmythe/repos,4,29,3,29,"{'C++', 'C#'}",3,1
hvammen,https://api.github.com/users/hvammen,https://github.com/hvammen,https://api.github.com/users/hvammen/repos,3,7,2,7,"{'Ruby', 'Shell'}",4,1
hyfen,https://api.github.com/users/hyfen,https://github.com/hyfen,https://api.github.com/users/hyfen/repos,172,78,19,78,"{'Swift', 'Python', 'TypeScript', 'Ruby', 'JavaScript', 'Go'}",30,0
davidkellis,https://api.github.com/users/davidkellis,https://github.com/davidkellis,https://api.github.com/users/davidkellis/repos,36,26,2,26,"{'CSS', 'Crystal', 'ANTLR', 'Ruby', 'Clojure', 'Arduino', 'JavaScript', 'Go'}",30,1
ashmoran,https://api.github.com/users/ashmoran,https://github.com/ashmoran,https://api.github.com/users/ashmoran/repos,63,26,6,26,"{'C#', 'C', 'Ruby', 'JavaScript', 'Python'}",30,0
chrisvest,https://api.github.com/users/chrisvest,https://github.com/chrisvest,https://api.github.com/users/chrisvest/repos,170,377,55,377,"{'Java', 'C', 'CSS', 'Scala', 'Rust'}",30,0
jflam,https://api.github.com/users/jflam,https://github.com/jflam,https://api.github.com/users/jflam/repos,145,278,44,278,"{'C#', 'HTML', 'Jupyter Notebook', 'C', 'C++', 'Ruby', 'JavaScript', 'Go', 'CoffeeScript', 'Rust', 'R', 'Python'}",30,0
sogrady,https://api.github.com/users/sogrady,https://github.com/sogrady,https://api.github.com/users/sogrady/repos,21,5,4,5,"{'CoffeeScript', 'CSS', 'JavaScript'}",8,1
benmorrow,https://api.github.com/users/benmorrow,https://github.com/benmorrow,https://api.github.com/users/benmorrow/repos,36,14,1,14,"{'Swift', 'Ruby', 'HTML', 'JavaScript'}",15,1
dokai,https://api.github.com/users/dokai,https://github.com/dokai,https://api.github.com/users/dokai/repos,24,29,6,29,"{'Java', 'CSS', 'Ruby', 'Shell', 'JavaScript', 'CoffeeScript', 'Python'}",30,1
kelliott,https://api.github.com/users/kelliott,https://github.com/kelliott,https://api.github.com/users/kelliott/repos,7,6,2,6,{'Ruby'},4,1
phaero,https://api.github.com/users/phaero,https://github.com/phaero,https://api.github.com/users/phaero/repos,6,8,1,8,"{'C', 'Vim script', 'Shell', 'Rust', 'Python'}",13,1
gregplumbly,https://api.github.com/users/gregplumbly,https://github.com/gregplumbly,https://api.github.com/users/gregplumbly/repos,16,0,1,0,"{'HTML', 'Jupyter Notebook', 'CSS', 'TypeScript', 'Ruby', 'Astro', 'JavaScript'}",30,1
ThomasHabets,https://api.github.com/users/ThomasHabets,https://github.com/ThomasHabets,https://api.github.com/users/ThomasHabets/repos,218,735,121,735,"{'HTML', 'C', 'Python', 'POV-Ray SDL', 'C++', 'Shell', 'JavaScript', 'Erlang', 'Rust', 'Go'}",30,0
hanonno,https://api.github.com/users/hanonno,https://github.com/hanonno,https://api.github.com/users/hanonno/repos,11,12,1,12,"{'HTML', 'C', 'Vue', 'Shell', 'JavaScript', 'Objective-C'}",12,1
wnoise,https://api.github.com/users/wnoise,https://github.com/wnoise,https://api.github.com/users/wnoise/repos,8,1,1,1,"{'Julia', 'C', 'Haskell', 'C++', 'Python'}",27,1
mcmire,https://api.github.com/users/mcmire,https://github.com/mcmire,https://api.github.com/users/mcmire/repos,172,70,19,70,"{'Ruby', 'Clojure', 'JavaScript'}",30,0
cschneid,https://api.github.com/users/cschneid,https://github.com/cschneid,https://api.github.com/users/cschneid/repos,96,17,1,17,"{'Java', 'HTML', 'CoffeeScript', 'Python', 'Emacs Lisp', 'Elixir', 'Haskell', 'Ruby', 'Shell', 'JavaScript', 'Rust', 'Objective-C'}",30,0
Falicon,https://api.github.com/users/Falicon,https://github.com/Falicon,https://api.github.com/users/Falicon/repos,55,284,177,284,"{'CSS', 'PHP', 'JavaScript', 'Python'}",20,0
stephenh,https://api.github.com/users/stephenh,https://github.com/stephenh,https://api.github.com/users/stephenh/repos,277,25,10,25,"{'Java', 'TypeScript', 'Ruby', 'Shell', 'JavaScript'}",30,0
BryanDonovan,https://api.github.com/users/BryanDonovan,https://github.com/BryanDonovan,https://api.github.com/users/BryanDonovan/repos,51,29,11,29,"{'C++', 'Ruby', 'Shell', 'JavaScript'}",30,0
israelzuniga,https://api.github.com/users/israelzuniga,https://github.com/israelzuniga,https://api.github.com/users/israelzuniga/repos,137,7,6,7,"{'Java', 'XSLT', 'C#', 'Jupyter Notebook', 'C++', 'Batchfile', 'JavaScript', 'Shell', 'Dockerfile', 'Puppet', 'R', 'Python'}",30,0
timwah,https://api.github.com/users/timwah,https://github.com/timwah,https://api.github.com/users/timwah/repos,12,50,31,50,"{'ActionScript', 'Ruby', 'JavaScript', 'Python'}",11,0
atomgas,https://api.github.com/users/atomgas,https://github.com/atomgas,https://api.github.com/users/atomgas/repos,12,15,5,15,"{'Swift', 'Objective-C', 'PHP', 'Ruby', 'JavaScript', 'Go', 'Python'}",20,1
valtovar,https://api.github.com/users/valtovar,https://github.com/valtovar,https://api.github.com/users/valtovar/repos,6,16,6,16,"{'Java', 'C#', 'HTML', 'C', 'ActionScript', 'C++'}",30,1
shinobix,https://api.github.com/users/shinobix,https://github.com/shinobix,https://api.github.com/users/shinobix/repos,4,2,0,2,"{'C++', 'C', 'Go'}",5,1
mattrudder,https://api.github.com/users/mattrudder,https://github.com/mattrudder,https://api.github.com/users/mattrudder/repos,26,4,18,4,"{'Java', 'C#', 'F#', 'C', 'CSS', 'ActionScript', 'TypeScript', 'VimL', 'C++', 'Ruby', 'Shell', 'CoffeeScript', 'Rust', 'JavaScript'}",30,1
IanEsling,https://api.github.com/users/IanEsling,https://github.com/IanEsling,https://api.github.com/users/IanEsling/repos,15,19,12,19,"{'Java', 'HTML', 'CSS', 'Emacs Lisp', 'Clojure', 'Kotlin', 'JavaScript', 'R', 'Groovy'}",30,1
thehack,https://api.github.com/users/thehack,https://github.com/thehack,https://api.github.com/users/thehack/repos,53,29,0,29,"{'HTML', 'C', 'CSS', 'TypeScript', 'Lua', 'PHP', 'Ruby', 'C++', 'JavaScript', 'Python'}",24,0
shelling,https://api.github.com/users/shelling,https://github.com/shelling,https://api.github.com/users/shelling/repos,108,47,8,47,"{'Java', 'C', 'Python', 'Emacs Lisp', 'Ruby', 'Perl', 'LiveScript', 'JavaScript'}",30,0
rughetto,https://api.github.com/users/rughetto,https://github.com/rughetto,https://api.github.com/users/rughetto/repos,4,27,4,27,"{'Ruby', 'JavaScript'}",12,1
dlee,https://api.github.com/users/dlee,https://github.com/dlee,https://api.github.com/users/dlee/repos,37,5,3,5,"{'HTML', 'CSS', 'Python', 'TypeScript', 'Objective-C', 'VimL', 'PHP', 'Ruby', 'Shell', 'JavaScript'}",30,1
willvr,https://api.github.com/users/willvr,https://github.com/willvr,https://api.github.com/users/willvr/repos,4,0,0,0,{'Ruby'},3,1
dcreager,https://api.github.com/users/dcreager,https://github.com/dcreager,https://api.github.com/users/dcreager/repos,313,118,28,118,"{'Java', 'HTML', 'C', 'Python', 'Haskell', 'Assembly', 'Ruby', 'CMake', 'Shell', 'Clojure', 'Rust', 'Go'}",30,0
mifix,https://api.github.com/users/mifix,https://github.com/mifix,https://api.github.com/users/mifix/repos,10,16,9,16,"{'Python', 'Makefile', 'Lua', 'Vim script', 'C++', 'Ruby', 'Shell', 'JavaScript', 'Go'}",30,1
sergeyk,https://api.github.com/users/sergeyk,https://github.com/sergeyk,https://api.github.com/users/sergeyk/repos,768,608,262,608,"{'HTML', 'Jupyter Notebook', 'CSS', 'C', 'Matlab', 'C++', 'Ruby', 'TeX', 'Python'}",21,0
